Season,Name,WAR,playerid
1919,Rollie Naylor,2.9,1009470
1947,Dick Fowler,2.9,1004270
1986,Curt Young,2.8,1014368
1985,Don Sutton,2.8,1012745
1951,Bob Hooper,2.8,1006001
1920,Slim Harriss,2.8,1005431
1926,Howard Ehmke,2.8,1003707
1901,Chick Fraser,2.8,1004305
1923,Bob Hasty,2.8,1005485
1904,Weldon Henley,2.8,1005652
1922,Eddie Rommel,2.7,1011174
1968,Blue Moon Odom,2.7,1009726
1956,Art Ditmar,2.7,1003328
1958,Ralph Terry,2.7,1012929
2016,Rich Hill,2.7,4806
1981,Steve McCatty,2.7,1008383
1921,Bob Hasty,2.7,1005485
1912,Eddie Plank,2.7,1010385
1966,Lew Krausse,2.7,1007146
1972,Ken Holtzman,2.7,1005989
1933,Roy Mahaffey,2.6,1007981
1901,Snake Wiltse,2.6,1014117
1952,Alex Kellner,2.6,1006785
2000,Gil Heredia,2.6,1005686
1917,Joe Bush,2.6,1001754
2012,Bartolo Colon,2.6,375
1914,Chief Bender,2.6,1000827
2001,Cory Lidle,2.6,926
1903,Chief Bender,2.6,1000827
1943,Roger Wolff,2.6,1014193
1949,Lou Brissie,2.6,1001442
1985,Chris Codiroli,2.5,1002388
1944,Jesse Flores,2.5,1004170
1921,Eddie Rommel,2.5,1011174
2010,Brett Anderson,2.5,8223
1981,Rick Langford,2.5,1007319
1992,Ron Darling,2.5,1002989
1959,Ned Garver,2.5,1004556
2021,Sean Manaea,2.5,15873
1921,Slim Harriss,2.5,1005431
1944,Lum Harris,2.5,1005423
2008,Justin Duchscherer,2.5,910
2014,Sean Doolittle,2.5,1581
2015,Jesse Chavez,2.5,5448
1908,Jimmy Dygert,2.5,1003616
1963,Moe Drabowsky,2.4,1003474
1942,Roger Wolff,2.4,1014193
1949,Alex Kellner,2.4,1006785
2004,Mark Mulder,2.4,932
2008,Rich Harden,2.4,1772
2015,Scott Kazmir,2.4,4897
1973,Rollie Fingers,2.4,1004051
1954,Arnie Portocarrero,2.4,1010459
2006,Esteban Loaiza,2.4,1310
1960,Bud Daley,2.4,1002942
1995,Steve Ontiveros,2.4,1009826
1999,Kenny Rogers,2.4,1277
2009,Michael Wuertz,2.3,1856
2006,Huston Street,2.3,8258
2009,Andrew Bailey,2.3,1368
1923,Slim Harriss,2.3,1005431
1994,Ron Darling,2.3,1002989
1988,Dennis Eckersley,2.3,1003660
1985,Jay Howell,2.3,1006098
1994,Steve Ontiveros,2.3,1009826
1917,Elmer Myers,2.3,1009419
1940,Nels Potter,2.2,1010471
1975,Rollie Fingers,2.2,1004051
2008,Dana Eveland,2.2,5508
1996,Ariel Prieto,2.2,1010536
2017,Sonny Gray,2.2,12768
1957,Jack Urban,2.2,1013297
2017,Sean Manaea,2.2,15873
2006,Barry Zito,2.2,944
1968,Chuck Dobson,2.2,1003343
1926,Rube Walberg,2.2,1013501
1945,Jesse Flores,2.2,1004170
1963,Ed Rakow,2.2,1010661
1929,Rube Walberg,2.2,1013501
1970,Diego Segui,2.2,1011725
2014,Jeff Samardzija,2.2,3254
2005,Joe Blanton,2.2,4849
1920,Eddie Rommel,2.2,1011174
1951,Alex Kellner,2.2,1006785
1959,Johnny Kucks,2.2,1007196
1914,Bob Shawkey,2.2,1011825
2021,Chris Bassitt,2.2,12304
1980,Matt Keough,2.2,1006858
1937,Harry Kelley,2.2,1006773
2000,Barry Zito,2.1,944
1925,Rube Walberg,2.1,1013501
1972,Vida Blue,2.1,1001094
1947,Bill McCahan,2.1,1008355
1946,Russ Christopher,2.1,1002222
2021,Cole Irvin,2.1,19244
1929,Jack Quinn,2.1,1010605
1920,Dave Keefe,2.1,1006740
1978,Rick Langford,2.1,1007319
1973,Vida Blue,2.1,1001094
1988,Storm Davis,2.1,1003080
1953,Bobby Shantz,2.1,1011804
1926,Dolly Gray,2.1,1004969
1948,Dick Fowler,2.1,1004270
2019,Chris Bassitt,2.1,12304
2011,Trevor Cahill,2.1,6249
1975,Stan Bahnsen,2.1,1000414
1958,Ray Herbert,2.1,1005684
1946,Jesse Flores,2.0,1004170
1922,Rollie Naylor,2.0,1009470
1915,Weldon Wyckoff,2.0,1014305
1951,Sam Zoldak,2.0,1014458
1944,Luke Hamlin,2.0,1005280
1963,Diego Segui,2.0,1011725
1944,Don Black,2.0,1001010
1970,Chuck Dobson,2.0,1003343
1993,Dennis Eckersley,2.0,1003660
2002,Chad Bradford,2.0,904
1980,Brian Kingman,2.0,1006938
1978,Steve Renko,2.0,1010835
1917,Jing Johnson,2.0,1006467
1953,Harry Byrd,2.0,1001793
2018,Trevor Cahill,2.0,6249
1937,Bud Thomas,2.0,1012966
2016,Sean Manaea,2.0,15873
1984,Bill Caudill,2.0,1002088
2010,Trevor Cahill,2.0,6249
1962,Bill Fischer,2.0,1004066
2000,Kevin Appier,2.0,3
2019,Brett Anderson,1.9,8223
1938,Bud Thomas,1.9,1012966
1911,Harry Krause,1.9,1007143
1948,Carl Scheib,1.9,1011538
1984,Ray Burris,1.9,1001729
2016,Kendall Graveman,1.9,15514
1937,George Caster,1.9,1002055
1919,Jing Johnson,1.9,1006467
1983,Chris Codiroli,1.9,1002388
2013,Dan Straily,1.9,9460
1918,Vean Gregg,1.9,1005022
2005,Justin Duchscherer,1.9,910
1914,Joe Bush,1.9,1001754
1961,Bob Shaw,1.9,1011819
2012,Brandon McCarthy,1.9,4662
1925,Jack Quinn,1.9,1010605
1960,Dick Hall,1.9,1005241
1934,Joe Cascarella,1.9,1002031
1955,Alex Kellner,1.9,1006785
1979,Brian Kingman,1.9,1006938
1990,Bob Welch,1.8,1013750
1928,George Earnshaw,1.8,1003633
1966,Catfish Hunter,1.8,1006199
1914,Rube Bressler,1.8,1001398
1916,Elmer Myers,1.8,1009419
1924,Stan Baumgartner,1.8,1000690
1995,Todd Van Poppel,1.8,1284
1959,Ray Herbert,1.8,1005684
1946,Dick Fowler,1.8,1004270
1911,Cy Morgan,1.8,1009174
1987,Gene Nelson,1.8,1009501
1956,Wally Burnette,1.8,1001700
2001,Jason Isringhausen,1.8,1158
1965,John O'Donoghue,1.8,1009732
1912,Jack Coombs,1.8,1002583
1962,Orlando Pena,1.8,1010150
1927,Howard Ehmke,1.8,1003707
2007,Chad Gaudin,1.8,1783
1977,Pablo Torrealba,1.8,1013135
1934,Bill Dietrich,1.8,1003289
1958,Bob Grim,1.8,1005060
2018,Sean Manaea,1.8,15873
1905,Chief Bender,1.8,1000827
2003,Keith Foulke,1.8,231
1906,Jack Coombs,1.8,1002583
1910,Cy Morgan,1.7,1009174
1991,Dennis Eckersley,1.7,1003660
2021,Frankie Montas,1.7,14309
2005,Huston Street,1.7,8258
1998,Jimmy Haynes,1.7,329
2000,Jeff Tam,1.7,940
1918,Mule Watson,1.7,1013682
1943,Orie Arntzen,1.7,1000324
2019,Homer Bailey,1.7,8362
1957,Ned Garver,1.7,1004556
1955,Bobby Shantz,1.7,1011804
1957,Ralph Terry,1.7,1012929
1922,Slim Harriss,1.7,1005431
1986,Jose Rijo,1.7,349
1928,Eddie Rommel,1.7,1011174
1906,Andy Coakley,1.7,1002372
1982,Rick Langford,1.7,1007319
2015,Jesse Hahn,1.7,13287
2019,Mike Fiers,1.7,7754
1949,Dick Fowler,1.7,1004270
1989,Dennis Eckersley,1.7,1003660
1959,John Tsitouris,1.7,1013208
1936,Buck Ross,1.7,1011224
1932,George Earnshaw,1.7,1003633
1964,Diego Segui,1.7,1011725
1987,Steve Ontiveros,1.7,1009826
2012,Grant Balfour,1.7,718
1917,Rube Schauer,1.7,1011529
1965,Rollie Sheldon,1.6,1011855
2013,Sean Doolittle,1.6,1581
1967,Chuck Dobson,1.6,1003343
1923,Fred Heimach,1.6,1005591
1965,Diego Segui,1.6,1011725
1979,Matt Keough,1.6,1006858
1914,Herb Pennock,1.6,1010161
2012,Sean Doolittle,1.6,1581
1940,George Caster,1.6,1002055
1981,Matt Keough,1.6,1006858
2014,Jon Lester,1.6,4930
1986,Moose Haas,1.6,1005172
1975,Jim Todd,1.6,1013097
1943,Russ Christopher,1.6,1002222
2013,Ryan Cook,1.6,8855
2014,Jesse Chavez,1.6,5448
1970,Rollie Fingers,1.6,1004051
1927,Dolly Gray,1.6,1004969
1979,Steve McCatty,1.6,1008383
2012,Ryan Cook,1.6,8855
1975,Dick Bosman,1.6,1001215
1927,Eddie Rommel,1.6,1011174
2013,Sonny Gray,1.5,12768
2011,Guillermo Moscoso,1.5,5106
2008,Joe Blanton,1.5,4849
1950,Alex Kellner,1.5,1006785
1972,Rollie Fingers,1.5,1004051
2005,Kirk Saarloos,1.5,1516
1921,Rollie Naylor,1.5,1009470
2008,Joey Devine,1.5,9862
2013,A.J. Griffin,1.5,11132
1906,Jimmy Dygert,1.5,1003616
2015,Chris Bassitt,1.5,12304
2001,Erik Hiljus,1.5,919
2006,Justin Duchscherer,1.5,910
1909,Jack Coombs,1.5,1002583
1970,Vida Blue,1.5,1001094
1976,Paul Mitchell,1.5,1009009
1957,Wally Burnette,1.5,1001700
2006,Kiko Calero,1.5,1676
1924,Dennis Burns,1.5,1001704
1986,Dave Stewart,1.5,1012519
1987,Curt Young,1.5,1014368
1996,Billy Taylor,1.5,1012859
1991,Dave Stewart,1.5,1012519
1958,Ned Garver,1.5,1004556
1933,Rube Walberg,1.5,1013501
1937,Eddie Smith,1.5,1012132
1999,Mike Oquist,1.5,1009828
1928,Howard Ehmke,1.5,1003707
2003,Rich Harden,1.4,1772
1978,Pete Broberg,1.4,1001454
1999,Doug Jones,1.4,1006552
1921,Roy Moore,1.4,1009126
2015,Drew Pomeranz,1.4,11426
2012,A.J. Griffin,1.4,11132
1957,Arnie Portocarrero,1.4,1010459
2007,Huston Street,1.4,8258
1998,Mike Oquist,1.4,1009828
1972,Joe Horlen,1.4,1006025
1940,Bill Beckmann,1.4,1000755
2020,Liam Hendriks,1.4,3548
2004,Mark Redman,1.4,491
1983,Tom Burgmeier,1.4,1001668
1961,Joe Nuxhall,1.4,1009665
1961,Norm Bass,1.4,1000647
1913,Joe Bush,1.4,1001754
1934,Al Benton,1.4,1000853
1950,Bob Hooper,1.4,1006001
2019,Yusmeiro Petit,1.4,4020
1990,Scott Sanderson,1.4,1011422
1936,Herman Fink,1.4,1004053
1947,Bob Savage,1.4,1011466
1919,Walt Kinney,1.4,1006947
1982,Dave Beard,1.4,1000716
2008,Greg Smith,1.4,3455
1931,Eddie Rommel,1.4,1011174
1946,Bob Savage,1.4,1011466
2016,Liam Hendriks,1.4,3548
1992,Mike Moore,1.4,1009122
1996,Willie Adams,1.4,1000066
1993,Edwin Nunez,1.4,1009658
1916,Jack Nabors,1.4,1009432
1923,Rollie Naylor,1.4,1009470
1968,Catfish Hunter,1.4,1006199
1957,Alex Kellner,1.3,1006785
1975,Paul Lindblad,1.3,1007614
1964,Orlando Pena,1.3,1010150
1982,Tom Underwood,1.3,1013281
1974,Paul Lindblad,1.3,1007614
2002,Billy Koch,1.3,924
1934,Sugar Cain,1.3,1001822
1974,Glenn Abbott,1.3,1000010
1955,Vic Raschi,1.3,1010702
1942,Phil Marchildon,1.3,1008102
2020,Chris Bassitt,1.3,12304
1990,Mike Moore,1.3,1009122
1925,Stan Baumgartner,1.3,1000690
1947,Jesse Flores,1.3,1004170
1941,Bill Beckmann,1.3,1000755
2013,Jarrod Parker,1.3,4913
1954,Sonny Dixon,1.3,1003333
1997,Billy Taylor,1.3,1012859
1969,Catfish Hunter,1.3,1006199
1953,Morrie Martin,1.3,1008184
1988,Todd Burns,1.3,1001721
1932,Tony Freitas,1.3,1004334
1978,John Henry Johnson,1.3,1006472
1978,Elias Sosa,1.3,1012284
1985,Jose Rijo,1.3,349
1966,Blue Moon Odom,1.3,1009726
1935,George Blaeholder,1.3,1001025
1946,Phil Marchildon,1.3,1008102
1925,Lefty Grove,1.3,1005099
1989,Todd Burns,1.3,1001721
1960,Ned Garver,1.2,1004556
1988,Greg Cadaret,1.2,1001810
1961,Ed Rakow,1.2,1010661
1935,Whitey Wilshere,1.2,1014058
1903,Weldon Henley,1.2,1005652
1919,Scott Perry,1.2,1010216
1942,Herman Besse,1.2,1000923
1983,Bill Krueger,1.2,1007175
2017,Jesse Hahn,1.2,13287
2001,Jim Mecir,1.2,930
1972,Bob Locker,1.2,1007688
1930,Eddie Rommel,1.2,1011174
2000,Mark Mulder,1.2,932
1940,Buck Ross,1.2,1011224
1935,Bill Dietrich,1.2,1003289
1953,Marion Fricano,1.2,1004348
1939,Bill Beckmann,1.2,1000755
2013,Tommy Milone,1.2,7608
1902,Highball Wilson,1.2,1014085
1941,Les McCrabb,1.2,1008426
2016,Ryan Dull,1.2,13974
1930,Bill Shores,1.2,1011926
1966,Jack Aker,1.2,1000097
1965,Don Mossi,1.2,1009250
1908,Jack Coombs,1.2,1002583
2002,Aaron Harang,1.2,1451
1992,Dave Stewart,1.2,1012519
1998,Tom Candiotti,1.2,1001911
1951,Carl Scheib,1.2,1011538
1977,Doc Medich,1.1,1008714
1943,Lum Harris,1.1,1005423
2017,Kendall Graveman,1.1,15514
1917,Cy Falkenberg,1.1,1003913
1964,Wes Stock,1.1,1012553
1915,Bob Shawkey,1.1,1011825
1959,Bob Grim,1.1,1005060
1939,George Caster,1.1,1002055
2008,Huston Street,1.1,8258
1976,Stan Bahnsen,1.1,1000414
2009,Brad Ziegler,1.1,7293
1908,Biff Schlitzer,1.1,1011568
2007,Alan Embree,1.1,1030
1937,Buck Ross,1.1,1011224
1984,Curt Young,1.1,1014368
1935,Roy Mahaffey,1.1,1007981
2020,Sean Manaea,1.1,15873
1901,Wiley Piatt,1.1,1010305
1922,Bob Hasty,1.1,1005485
1983,Mike Warren,1.1,1013641
2000,Doug Jones,1.1,1006552
1945,Steve Gerkin,1.1,1004634
1999,Buddy Groom,1.1,143
2012,Travis Blackley,1.1,3234
1999,Billy Taylor,1.1,1012859
1931,Roy Mahaffey,1.1,1007981
2009,Gio Gonzalez,1.1,7448
1929,Bill Shores,1.1,1011926
1997,Jimmy Haynes,1.1,329
1987,Eric Plunk,1.1,1010400
1958,Duke Maas,1.1,1007894
1998,Billy Taylor,1.1,1012859
1939,Lynn Nelson,1.1,1009505
2010,Andrew Bailey,1.0,1368
1971,Rollie Fingers,1.0,1004051
2001,Jeff Tam,1.0,940
1993,Ron Darling,1.0,1002989
1941,Phil Marchildon,1.0,1008102
1959,Rip Coleman,1.0,1002432
1962,Diego Segui,1.0,1011725
2017,Ryan Madson,1.0,1852
1962,John Wyatt,1.0,1014303
2011,Brett Anderson,1.0,8223
1954,Alex Kellner,1.0,1006785
1924,Dolly Gray,1.0,1004969
1997,Steve Karsay,1.0,829
1968,Lew Krausse,1.0,1007146
2000,Jim Mecir,1.0,930
2011,Andrew Bailey,1.0,1368
1979,Mike Norris,1.0,1009637
1985,Steve Ontiveros,1.0,1009826
1998,Gil Heredia,1.0,1005686
1958,Bud Daley,1.0,1002942
1999,Jimmy Haynes,1.0,329
1932,Roy Mahaffey,1.0,1007981
1952,Sam Zoldak,1.0,1014458
1945,Charlie Gassaway,1.0,1004562
1957,Tom Gorman,1.0,1004886
1989,Gene Nelson,1.0,1009501
2017,Blake Treinen,1.0,12572
1948,Bubba Harris,1.0,1005403
1962,Dan Pfister,1.0,1010267
1938,Buck Ross,1.0,1011224
1958,Dick Tomanek,1.0,1013106
2017,Liam Hendriks,1.0,3548
2019,Joakim Soria,0.9,6941
2016,Andrew Triggs,0.9,13533
1983,Tom Underwood,0.9,1013281
1967,Tony Pierce,0.9,1010333
1994,Dennis Eckersley,0.9,1003660
1966,Bill Stafford,0.9,1012375
1937,Al Williams,0.9,1013970
1941,Tom Ferrick,0.9,1004014
2009,Josh Outman,0.9,4004
1995,Dennis Eckersley,0.9,1003660
1961,Bud Daley,0.9,1002942
2004,Ricardo Rincon,0.9,401
2014,Luke Gregerson,0.9,4090
1930,Jack Quinn,0.9,1010605
1929,Howard Ehmke,0.9,1003707
1966,Rollie Sheldon,0.9,1011855
2012,Brett Anderson,0.9,8223
1981,Mike Norris,0.9,1009637
1986,Jay Howell,0.9,1006098
1924,Slim Harriss,0.9,1005431
1926,Slim Harriss,0.9,1005431
1947,Joe Coleman,0.9,1002427
1979,Dave Hamilton,0.9,1005271
1944,Joe Berry,0.9,1000907
1985,Bill Krueger,0.9,1007175
1902,Snake Wiltse,0.9,1014117
1941,Jack Knott,0.9,1007053
2016,Sonny Gray,0.9,12768
1905,Weldon Henley,0.9,1005652
1996,Doug Johns,0.9,1006449
1984,Lary Sorensen,0.9,1012279
2018,Frankie Montas,0.9,14309
2018,Brett Anderson,0.9,8223
1975,Sonny Siebert,0.9,1011951
1971,Bob Locker,0.9,1007688
1999,Kevin Appier,0.9,3
1990,Rick Honeycutt,0.9,1005992
1972,Dave Hamilton,0.9,1005271
2007,Dallas Braden,0.9,8099
1917,Win Noyes,0.9,1009656
1974,Dave Hamilton,0.9,1005271
1909,Jimmy Dygert,0.9,1003616
1931,Waite Hoyt,0.9,1006115
1976,Paul Lindblad,0.9,1007614
1956,Bobby Shantz,0.9,1011804
1994,Bobby Witt,0.9,1014170
1962,Dave Wickersham,0.9,1013917
1972,Blue Moon Odom,0.9,1009726
1993,Steve Karsay,0.9,829
2000,Jason Isringhausen,0.9,1158
2011,Tyson Ross,0.8,7872
2015,Fernando Rodriguez,0.8,7558
1969,Jim Nash,0.8,1009458
1992,Jeff Parrett,0.8,1010019
1997,Mike Oquist,0.8,1009828
1991,Ron Darling,0.8,1002989
1973,Blue Moon Odom,0.8,1009726
1978,Bob Lacey,0.8,1007232
2004,Octavio Dotel,0.8,555
1961,Ray Herbert,0.8,1005684
1970,Bob Locker,0.8,1007688
2020,Jesus Luzardo,0.8,19959
1970,Mudcat Grant,0.8,1004952
1981,Brian Kingman,0.8,1006938
1980,Bob Lacey,0.8,1007232
1999,Omar Olivares,0.8,1009771
1996,Dave Telgheder,0.8,1012906
1942,Bob Harris,0.8,1005400
2000,Omar Olivares,0.8,1009771
2013,Dan Otero,0.8,7385
1984,Bill Krueger,0.8,1007175
1960,Ken Johnson,0.8,1006477
1942,Lum Harris,0.8,1005423
1983,Mike Norris,0.8,1009637
1958,Tom Gorman,0.8,1004886
1966,Paul Lindblad,0.8,1007614
1939,Cotton Pippen,0.8,1010364
1992,Rick Honeycutt,0.8,1005992
1950,Hank Wyse,0.8,1014315
1987,Jose Rijo,0.8,349
2021,James Kaprielian,0.8,18331
1943,Don Black,0.8,1001010
1912,Byron Houck,0.8,1006048
1920,Roy Moore,0.8,1009126
2016,Daniel Mengden,0.8,16980
1949,Bobby Shantz,0.8,1011804
1978,Dave Heaverlo,0.8,1005569
1934,Roy Mahaffey,0.8,1007981
2006,Joe Kennedy,0.8,1217
1977,Joe Coleman,0.8,1002428
1963,Tom Sturdivant,0.8,1012654
1988,Eric Plunk,0.8,1010400
1945,Joe Berry,0.8,1000907
2019,Sean Manaea,0.8,15873
2002,Ricardo Rincon,0.8,401
2010,Ben Sheets,0.7,710
2005,Kiko Calero,0.7,1676
2007,Andrew Brown,0.7,2115
2014,Drew Pomeranz,0.7,11426
1918,Bob Geary,0.7,1004585
1997,Aaron Small,0.7,1477
1996,Steve Wojciechowski,0.7,1014181
2008,Chad Gaudin,0.7,1783
2002,Jim Mecir,0.7,930
1986,Bill Mooneyham,0.7,1009082
2013,Jesse Chavez,0.7,5448
1999,Tim Worrell,0.7,1139
1965,Fred Talbot,0.7,1012813
1965,Lew Krausse,0.7,1007146
1933,George Earnshaw,0.7,1003633
2017,Sean Doolittle,0.7,1581
1909,Cy Morgan,0.7,1009174
1995,Dave Stewart,0.7,1012519
1948,Phil Marchildon,0.7,1008102
2011,Josh Outman,0.7,4004
1964,Jose Santiago,0.7,1011443
1953,Charlie Bishop,0.7,1000990
2018,Edwin Jackson,0.7,1841
1997,Ariel Prieto,0.7,1010536
2009,Craig Breslow,0.7,4363
2021,Sergio Romo,0.7,9817
1994,Steve Karsay,0.7,829
2016,Jharel Cotton,0.7,13654
2005,Joe Kennedy,0.7,1217
1964,Ted Bowsfield,0.7,1001273
2018,Jeurys Familia,0.7,5114
1987,Storm Davis,0.7,1003080
1994,Billy Taylor,0.7,1012859
2014,Dan Otero,0.7,7385
1921,Scott Perry,0.7,1010216
2011,Brad Ziegler,0.7,7293
1966,Ralph Terry,0.7,1012929
1958,Murry Dickson,0.7,1003282
1919,Win Noyes,0.7,1009656
1915,Joe Bush,0.7,1001754
1902,Bert Husting,0.7,1006232
1991,Andy Hawkins,0.7,1005514
2002,Mike Fyhrie,0.7,1447
1995,Ron Darling,0.7,1002989
1915,Tom Sheehan,0.7,1011848
2006,Rich Harden,0.7,1772
1983,Gorman Heimueller,0.7,1005592
1988,Steve Ontiveros,0.7,1009826
1996,John Wasdin,0.6,1768
2014,Fernando Abad,0.6,4994
2014,Tommy Milone,0.6,7608
1989,Rick Honeycutt,0.6,1005992
2009,Vin Mazzaro,0.6,5231
1942,Jack Knott,0.6,1007053
1991,Bob Welch,0.6,1013750
1971,Diego Segui,0.6,1011725
2020,Mike Fiers,0.6,7754
1997,Dave Telgheder,0.6,1012906
1945,Don Black,0.6,1001010
1955,Art Ditmar,0.6,1003328
1992,Bob Welch,0.6,1013750
2018,Lou Trivino,0.6,15043
2019,Daniel Mengden,0.6,16980
1966,Chuck Dobson,0.6,1003343
2009,Russ Springer,0.6,1652
1981,Tom Underwood,0.6,1013281
