Season,Name,WAR,playerid
1924,Rogers Hornsby,12.5,1006030
1921,Rogers Hornsby,11.2,1006030
1929,Rogers Hornsby,11.1,1006030
1975,Joe Morgan,11,1009179
1925,Rogers Hornsby,10.8,1006030
1922,Rogers Hornsby,10.6,1006030
1927,Rogers Hornsby,10.4,1006030
1884,Fred Dunlap,10.2,1003566
1909,Eddie Collins,10,1002451
1920,Rogers Hornsby,9.8,1006030
1910,Eddie Collins,9.7,1002451
1927,Frankie Frisch,9.7,1004364
1949,Jackie Robinson,9.6,1011070
1917,Rogers Hornsby,9.5,1006030
1976,Joe Morgan,9.5,1009179
1973,Joe Morgan,9.5,1009179
1906,Nap Lajoie,9.4,1007259
1915,Eddie Collins,9.3,1002451
1997,Craig Biggio,9.3,549
1910,Nap Lajoie,9.3,1007259
1928,Rogers Hornsby,9,1006030
1944,Snuffy Stirnweiss,9,1012546
1951,Jackie Robinson,9,1011070
1913,Eddie Collins,9,1002451
1901,Nap Lajoie,8.9,1007259
1945,Snuffy Stirnweiss,8.9,1012546
1904,Nap Lajoie,8.8,1007259
1942,Joe Gordon,8.8,1004874
1972,Joe Morgan,8.7,1009179
2009,Ben Zobrist,8.7,7435
1974,Joe Morgan,8.6,1009179
1977,Rod Carew,8.6,1001942
1934,Charlie Gehringer,8.5,1004596
1914,Eddie Collins,8.3,1002451
1912,Eddie Collins,8.3,1002451
1920,Eddie Collins,8.2,1002451
2008,Chase Utley,8.2,1679
2009,Chase Utley,8.2,1679
1996,Chuck Knoblauch,8.1,609
1984,Ryne Sandberg,8,1011411
2011,Dustin Pedroia,7.9,8370
1952,Jackie Robinson,7.8,1011070
2001,Bret Boone,7.8,1067
1973,Bobby Grich,7.8,1005033
1950,Eddie Stanky,7.7,1012406
2007,Chase Utley,7.7,1679
1936,Charlie Gehringer,7.6,1004596
2017,Jose Altuve,7.6,5417
1903,Nap Lajoie,7.6,1007259
1924,Frankie Frisch,7.5,1004364
1923,Frankie Frisch,7.5,1004364
1899,Jimmy Williams,7.5,1014005
1937,Charlie Gehringer,7.4,1004596
1992,Ryne Sandberg,7.4,1011411
2000,Jeff Kent,7.4,1119
2003,Bret Boone,7.4,1067
