Season,Name,WAR,playerid
2002,Alex Rodriguez,10,1274
1973,Darrell Evans,9.7,1003864
2004,Adrian Beltre,9.7,639
1969,Rico Petrocelli,9.6,1010245
2007,Alex Rodriguez,9.6,1274
2000,Alex Rodriguez,9.5,1274
1967,Ron Santo,9.5,1011447
1974,Mike Schmidt,9.4,1011586
1996,Alex Rodriguez,9.2,1274
2003,Alex Rodriguez,9.2,1274
1977,Mike Schmidt,9.2,1011586
1953,Al Rosen,9.1,1011208
1912,Frank Baker,9.1,1000453
1980,George Brett,9.1,1001400
2005,Alex Rodriguez,9.1,1274
2004,Scott Rolen,9,970
1899,John McGraw,9,1008542
1980,Mike Schmidt,9,1011586
1987,Wade Boggs,8.9,1001124
1985,Wade Boggs,8.8,1001124
2015,Josh Donaldson,8.7,5038
1964,Ron Santo,8.7,1011447
1953,Eddie Mathews,8.7,1008236
1988,Wade Boggs,8.6,1001124
2013,Miguel Cabrera,8.6,1744
1906,Terry Turner,8.6,1013233
2019,Alex Bregman,8.5,17678
1966,Ron Santo,8.5,1011447
2007,David Wright,8.4,3787
1959,Eddie Mathews,8.3,1008236
1976,Mike Schmidt,8.3,1011586
1989,Wade Boggs,8.3,1001124
1985,George Brett,8.3,1001400
1979,George Brett,8.3,1001400
1995,John Valentin,8.2,1375
1964,Dick Allen,8.2,1000137
1970,Tony Perez,8.2,1010188
2000,Troy Glaus,8.2,15
2018,Jose Ramirez,8.1,13510
1976,Graig Nettles,8.1,1009517
1964,Brooks Robinson,8.1,1011055
1972,Dick Allen,8,1000137
1975,Mike Schmidt,7.9,1011586
1906,Art Devlin,7.9,1003248
1954,Eddie Mathews,7.9,1008236
1913,Frank Baker,7.9,1000453
1963,Eddie Mathews,7.9,1008236
2016,Kris Bryant,7.9,15429
1998,Alex Rodriguez,7.9,1274
1898,John McGraw,7.8,1008542
2001,Alex Rodriguez,7.8,1274
1981,Mike Schmidt,7.8,1011586
1986,Wade Boggs,7.7,1001124
1983,Wade Boggs,7.7,1001124
1965,Ron Santo,7.7,1011447
1960,Eddie Mathews,7.7,1008236
1969,Sal Bando,7.7,1000505
2018,Alex Bregman,7.6,17678
2016,Josh Donaldson,7.6,5038
1912,Heinie Zimmerman,7.6,1014444
1967,Brooks Robinson,7.6,1011055
1996,Ken Caminiti,7.5,1001863
2010,Evan Longoria,7.5,9368
1979,Mike Schmidt,7.5,1011586
1955,Eddie Mathews,7.5,1008236
1906,Harry Steinfeldt,7.5,1012466
1966,Dick Allen,7.4,1000137
1971,Graig Nettles,7.4,1009517
1982,Doug DeCinces,7.3,1003123
1999,Robin Ventura,7.3,854
2012,Miguel Cabrera,7.3,1744
1999,Chipper Jones,7.3,97
1957,Eddie Mathews,7.3,1008236
2013,Josh Donaldson,7.3,5038
1982,Mike Schmidt,7.2,1011586
2009,Evan Longoria,7.2,9368
2012,Chase Headley,7.2,4720
2013,Matt Carpenter,7.2,8090
1948,Ken Keltner,7.2,1006821
1984,Mike Schmidt,7.1,1011586
1977,George Brett,7.1,1001400
1969,Harmon Killebrew,7.1,1006905
1961,Ken Boyer,7.1,1001283
1998,Chipper Jones,7.1,97
2008,Chipper Jones,7.1,97
1968,Brooks Robinson,7.1,1011055
1961,Eddie Mathews,7.1,1008236
1989,Howard Johnson,7,1006462
1995,Edgar Martinez,7,1086
1998,Scott Rolen,7,970
1967,Harmon Killebrew,7,1006905
2008,David Wright,7,3787
2019,Anthony Rendon,7,12861
1976,George Brett,7,1001400
1903,Bill Bradley,6.9,1001304
1923,Joe Sewell,6.9,1011766
1950,Al Rosen,6.9,1011208
1975,Toby Harrah,6.9,1005384
1946,Johnny Pesky,6.9,1010219
1983,Mike Schmidt,6.9,1011586
2007,Chipper Jones,6.9,97
1930,Freddie Lindstrom,6.9,1007631
1917,Heinie Groh,6.9,1005078
1928,Freddie Lindstrom,6.8,1007631
1974,Darrell Evans,6.8,1003864
1901,Jimmy Collins,6.8,1002455
2017,Kris Bryant,6.7,15429
2017,Anthony Rendon,6.7,12861
1902,Bill Bradley,6.7,1001304
1898,Jimmy Collins,6.7,1002455
1979,Buddy Bell,6.7,1000799
2018,Matt Chapman,6.7,16505
1948,Bob Elliott,6.6,1003733
1975,Ron Cey,6.6,1002108
1937,Harlond Clift,6.6,1002352
2015,Manny Machado,6.6,11493
2004,Alex Rodriguez,6.6,1274
2012,David Wright,6.6,3787
1978,Doug DeCinces,6.6,1003123
2011,Miguel Cabrera,6.6,1744
2009,Chone Figgins,6.6,1580
2010,Ryan Zimmerman,6.6,4220
2009,Ryan Zimmerman,6.6,4220
1984,Buddy Bell,6.5,1000799
2002,Scott Rolen,6.5,970
2017,Jose Ramirez,6.5,13510
1911,Frank Baker,6.5,1000453
1952,Al Rosen,6.5,1011208
1945,Stan Hack,6.5,1005183
1998,Jeff Cirillo,6.5,1073
1939,Red Rolfe,6.5,1011157
2010,Adrian Beltre,6.4,639
1960,Ken Boyer,6.4,1001283
2000,Edgardo Alfonzo,6.4,859
1914,Frank Baker,6.4,1000453
2014,Anthony Rendon,6.4,12861
1976,Ron Cey,6.4,1002108
1947,Bob Elliott,6.4,1003733
1963,Ron Santo,6.4,1011447
1961,Harmon Killebrew,6.4,1006905
1884,Ned Williamson,6.4,1014027
1965,Don Buford,6.4,1001636
1973,Sal Bando,6.4,1000505
1969,Tony Perez,6.3,1010188
2016,Manny Machado,6.3,11493
2012,Adrian Beltre,6.3,639
1996,Chipper Jones,6.3,97
2011,Evan Longoria,6.3,9368
1941,Cecil Travis,6.3,1013162
1896,Bill Joyce,6.3,1006633
1965,Dick Allen,6.3,1000137
1971,Sal Bando,6.3,1000505
2006,Miguel Cabrera,6.3,1744
2018,Manny Machado,6.3,11493
1904,Bill Bradley,6.3,1001304
1991,Terry Pendleton,6.3,1010157
